OBJECTID,X,Y,hospital_pk,collection_week,state,ccn,hospital_name,address,city,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,a_adult_hospbeds_7d_avg,a_adult_hospinpbeds_7d_avg,inpatient_beds_used_7_day_avg,a_adult_hospinpbed_occ_7d_avg,adults_hospconfsusp_7d_avg,adults_hospconf_7d_avg,pediatric_hospconfsusp_7d_avg,pediatric_hospconf_7d_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,t_staff_adult_icubeds_7d_avg,icu_beds_used_7_day_avg,staff_adult_icubed_occ_7d_avg,staff_icuadultconfsusp_7d_avg,staff_icuadultconf_7_avg,patients_hospconf_flu_7d_avg,icu_patients_conf_flu_7d_avg,hospconf_flucovid_7d_avg,total_beds_7_day_sum,a_adult_hospbeds_7d_sum,a_adult_hospinpbeds_7d_sum,inpatient_beds_used_7_day_sum,a_adult_hospinpbed_occ_7d_sum,adults_hospconfsusp_7d_sum,adults_hospconf_7d_sum,pediatric_hospconfsusp_7d_sum,pediatric_hospconf_7d_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,t_staff_adult_icubeds_7d_sum,icu_beds_used_7_day_sum,staff_adult_icubed_occ_7d_sum,staff_icuadultconfsusp_7d_sum,staff_icuadultconf_7d_sum,patients_hospconf_flu_7d_sum,icu_patients_conf_flu_7d_sum,hospconf_flucovid_7d_sum,total_beds_7_day_coverage,a_adult_hospbeds_7d_cov,a_adult_hospinpbeds_7d_cov,inpatient_beds_used_7d_cov,a_adult_hospinpbed_occ_7d_cov,adults_hospconfsusp_7d_cov,adults_hospconf_7d_cov,pediatric_hospconfsusp_7d_cov,pediatric_hospconf_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,t_staff_adult_icubeds_7d_cov,icu_beds_used_7_day_coverage,staff_adult_icubed_occ_7d_cov,staff_icuadultconfsusp_7d_cov,staff_icuadultconf_7_cov,patients_hospconf_flu_7d_cov,icu_patients_conf_flu_7d_cov,hospconf_flucovid_7d_cov,prevadmit_adult_conf_7d_sum,prevadmit_1819_conf_7d_sum,prevadmit_2029_conf_7d_sum,prevadmit_3039_conf_7d_sum,prevadmit_4049_conf_7d_sum,prevadmit_5059_conf_7d_sum,prevadmit_6069_conf_7d_sum,prevadmit_7079_conf_7d_sum,prevadmit_80p_conf_7d_sum,prevadmit_conf_unk_7d_sum,prevadmit_pedi_conf_7d_sum,prevday_covidED_visits_7d_sum,prevadmit_adult_susp_7d_sum,prevadmit_1819_susp_7d_sum,prevadmit_2029_susp_7d_sum,prevadmit_3039_susp_7d_sum,prevadmit_4049_susp_7d_sum,prevadmit_5059_susp_7d_sum,prevadmit_6069_susp_7d_sum,prevadmit_7079_susp_7d_sum,prevadmit_80p_susp_7d_sum,prevadmit_susp_unk_7d_sum,prevadmit_pedi_susp_7d_sum,prevday_totED_visits_7d_sum,prevadmit_flu_conf_7d_sum,zip_code,last_updated
4110,-96.8930560149686,31.3074869854876,450348,2022/01/28 00:00:00+00,TX,450348,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,Short Term,48145,True,15.3,15.3,10.3,4.4,4.4,-999999,-999999,0,0,10.3,0,0,0,0,0,0,0,0,0,107,107,118,31,31,17,17,0,0,72,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,80,0,76661,2022/02/07 16:48:00+00
4111,-96.1673962066452,33.5783374056146,451370,2022/01/28 00:00:00+00,TX,451370,TMC- BONHAM HOSPITAL,504 LIPSCOMB STREET,BONHAM,Critical Access Hospitals,48147,True,26.6,26.6,20.1,15.7,15.7,5.7,5.7,0,0,20.1,0,0,0,0,0,0,0,0,0,186,186,236,110,110,40,40,0,0,141,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,6,0,0,0,-999999,0,0,-999999,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,185,0,75418,2022/02/07 16:48:00+00
4112,-106.564680407226,31.9066336883818,670120,2022/01/28 00:00:00+00,TX,670120,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,2000 TRANSMOUNTAIN RD,EL PASO,Short Term,48141,True,133.9,133.9,123.9,110,110,42.3,42.1,0,0,123.9,22.9,22.9,22.9,22.9,12.7,12.7,0,0,0,937,937,886,770,770,296,295,0,0,867,160,160,160,160,89,89,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,29,0,0,-999999,-999999,9,6,-999999,7,0,0,186,0,0,0,0,0,0,0,0,0,0,0,549,0,79911,2022/02/07 16:48:00+00
4113,-101.44165263505,34.1270337159258,451337,2022/01/28 00:00:00+00,TX,451337,W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN,LOCKNEY,Critical Access Hospitals,48153,False,28,22.9,19.9,-999999,-999999,-999999,-999999,0,0,25,0,0,0,0,0,0,0,0,0,196,160,51,25,25,12,12,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,4,0,0,0,0,0,-999999,0,-999999,0,0,17,0,0,0,0,0,0,0,0,0,0,0,44,0,79241,2022/02/07 16:48:00+00
4114,-100.435222043935,32.834143092528,451313,2022/01/28 00:00:00+00,TX,451313,FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70 N,ROTAN,Critical Access Hospitals,48151,False,16.6,16.6,13.4,-999999,-999999,-999999,-999999,0,0,13.6,0,0,0,0,0,0,0,0,0,116,116,87,11,11,-999999,-999999,0,0,95,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,94,0,79546,2022/02/07 16:48:00+00
4115,-95.5876276528405,29.6477189053068,452114,2022/01/28 00:00:00+00,TX,452114,ATRIUM MEDICAL CENTER,11929 W AIRPORT BLVD SUITE 110,STAFFORD,Long Term,48157,True,14.7,14.7,14.7,12.7,12.7,0,0,0,0,14.7,4.3,4.3,4.3,4.3,0,0,0,0,0,103,103,139,89,89,0,0,0,0,103,30,30,30,30,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77477,2022/02/07 16:48:00+00
4116,-106.301532650704,31.734432755112,450877,2022/01/28 00:00:00+00,TX,450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,1416 GEORGE DIETER,EL PASO,Short Term,48141,True,23,23,21,-999999,-999999,0,0,0,0,21,0,0,0,0,0,0,0,0,0,161,161,139,23,23,0,0,0,0,147,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,79936,2022/02/07 16:48:00+00
4117,-95.6890926024362,29.564154892957,450848,2022/01/28 00:00:00+00,TX,450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,Short Term,48157,True,174,164.6,163.6,159.1,151.6,31,28.4,-999999,0,173,12.9,12.9,11.3,11.3,4.1,4,0,0,0,1218,1152,268,1114,1061,217,199,-999999,0,1211,90,90,79,79,29,28,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,46,-999999,6,0,4,7,7,8,13,0,-999999,6,9,0,-999999,-999999,0,-999999,-999999,-999999,0,0,-999999,736,0,77479,2022/02/07 16:48:00+00
4118,-96.8771531138927,29.9352441262152,670004,2022/01/28 00:00:00+00,TX,670004,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,Short Term,48149,False,28,28,19,19,19,6.3,6.3,0,0,19,0,0,0,0,0,0,0,0,0,196,196,269,133,133,44,44,0,0,133,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,8,0,0,0,0,-999999,-999999,-999999,-999999,0,0,51,0,0,0,0,0,0,0,0,0,0,0,175,0,78945,2022/02/07 16:48:00+00
4119,-95.6370914427737,29.600023361668,452080,2022/01/28 00:00:00+00,TX,452080,KINDRED HOSPITAL SUGAR LAND,1550 FIRST COLONY BOULEVARD,SUGAR LAND,Long Term,48157,True,91.4,91.4,91.4,55.1,55.1,4,4,0,0,91.4,17.9,17.9,13.1,13.1,-999999,-999999,0,0,0,640,640,630,386,386,28,28,0,0,640,125,125,92,92,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,0,0,0,0,-999999,-999999,0,-999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77479,2022/02/07 16:48:00+00
4120,-95.771517220778,29.5774114176524,450330,2022/01/28 00:00:00+00,TX,450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,Short Term,48157,True,141.6,141.6,89.3,79.6,79.6,20,20,0,0,89.3,11.4,11.4,10.4,10.4,4.9,4.9,0,0,0,991,991,689,557,557,140,140,0,0,625,80,80,73,73,34,34,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,-999999,0,-999999,0,0,0,-999999,-999999,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,713,0,77469,2022/02/07 16:48:00+00
4121,-95.6359167190437,29.5892141431522,450860,2022/01/28 00:00:00+00,TX,450860,SUGAR LAND SURGICAL HOSPITAL LLP,16906 SOUTHWEST FREEWAY,SUGAR LAND,Short Term,48157,True,7.1,7.1,7.1,5,5,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,50,50,37,35,35,0,0,0,0,50,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77479,2022/02/07 16:48:00+00
4122,-96.1696423665482,31.7255999947552,450658,2022/01/28 00:00:00+00,TX,450658,FREESTONE MEDICAL CENTER,125 NEWMAN ST,FAIRFIELD,Short Term,48161,False,24.9,24.9,19.6,8,8,-999999,-999999,0,0,19.6,0,0,0,0,0,0,0,0,0,174,174,212,56,56,14,14,0,0,137,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,10,0,0,4,0,0,0,4,-999999,0,0,45,0,0,0,0,0,0,0,0,0,0,0,148,0,75840,2022/02/07 16:48:00+00
4123,-95.6321046294792,29.5903472088229,450820,2022/01/28 00:00:00+00,TX,450820,HOUSTON METHODIST SUGARLAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,Short Term,48157,True,371.7,371.7,286.3,282.4,282.4,94.6,67.7,0,0,286.3,33.3,33.3,32.4,32.4,13.6,11.9,0,0,0,2602,2602,4795,1977,1977,662,474,0,0,2004,233,233,227,227,95,83,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,60,-999999,-999999,8,7,9,12,11,8,0,0,0,50,0,-999999,-999999,-999999,5,15,11,11,0,0,1109,0,77479,2022/02/07 16:48:00+00
4124,-95.6212008630954,29.6036730937677,670053,2022/01/28 00:00:00+00,TX,670053,ST LUKE'S SUGAR LAND HOSPITAL,1317 LAKE POINTE PARKWAY,SUGAR LAND,Short Term,48157,True,-999999,-999999,-999999,0,0,23.4,23.4,0,0,-999999,0,0,0,0,4.6,4.6,0,0,0,16,16,471,0,0,164,164,0,0,-999999,0,0,0,0,32,32,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,4,0,0,0,0,-999999,-999999,0,-999999,0,0,82,0,0,0,0,0,0,0,0,0,0,0,223,0,77478,2022/02/07 16:48:00+00
4125,-99.1161462121915,28.8966722158084,451391,2022/01/28 00:00:00+00,TX,451391,FRIO REGIONAL HOSPITAL,200 S IH 35,PEARSALL,Critical Access Hospitals,48163,True,35.3,35.3,27.3,16.7,16.7,5.6,5.6,0,0,27.3,0,0,0,0,0,0,0,0,0,247,247,154,117,117,39,39,0,0,191,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,7,0,0,-999999,0,-999999,0,-999999,-999999,0,0,28,0,0,0,0,0,0,0,0,0,0,0,205,0,78061,2022/02/07 16:48:00+00
4126,-94.7787080308323,29.3108899888168,450018,2022/01/28 00:00:00+00,TX,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH,301 UNIVERSITY BOULEVARD,GALVESTON,Short Term,48167,True,624.6,575.1,531,565.1,517.4,104,103.4,-999999,-999999,580.4,124.7,87.1,121.3,85.4,28.4,25.1,0,0,0,4372,4026,4384,3956,3622,728,724,23,23,4063,873,610,849,598,199,176,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,127,-999999,8,12,14,22,34,20,16,0,6,217,0,0,0,0,0,0,0,0,0,0,0,2328,0,77555,2022/02/07 16:48:00+00
4127,-94.7768043716974,29.3097725405346,453311,2022/01/28 00:00:00+00,TX,453311,SHRINERS HOSPITALS FOR CHILDREN,815 MARKET STREET,GALVESTON,Childrens Hospitals,48167,True,20.6,0,0,9.4,0,-999999,-999999,-999999,-999999,20.6,15,0,-999999,0,-999999,-999999,0,0,0,144,0,96,66,0,-999999,-999999,-999999,-999999,144,105,0,27,0,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77550,2022/02/07 16:48:00+00
4128,-102.653789875402,32.7216749837257,451358,2022/01/28 00:00:00+00,TX,451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,Critical Access Hospitals,48165,False,20,20,20,20,20,7.4,-999999,0,0,20,0,0,0,0,0,0,0,0,0,140,140,83,140,140,52,18,0,0,140,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,-999999,0,0,0,0,0,0,-999999,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,144,0,79360,2022/02/07 16:48:00+00
4129,-100.96419408031,35.5724685059732,450099,2022/01/28 00:00:00+00,TX,450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,Short Term,48179,True,120,120,112,22.1,22.1,8.4,8.4,0,0,112,7.1,7.1,7,7,4.4,4.4,0,0,0,840,840,950,155,155,59,59,0,0,784,50,50,49,49,31,31,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,69,0,0,0,0,0,63,-999999,-999999,0,0,15,0,0,0,0,0,0,0,0,0,0,0,198,0,79065,2022/02/07 16:48:00+00
4130,-97.4298584493435,29.5168541403941,450235,2022/01/28 00:00:00+00,TX,450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,Short Term,48177,False,22.7,22.7,18.7,7.1,7.1,-999999,-999999,0,0,18.7,0,0,0,0,0,0,0,0,0,159,159,202,50,50,17,17,0,0,131,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,158,0,78629,2022/02/07 16:48:00+00
4131,-96.6026689953072,33.6756391063769,670076,2022/01/28 00:00:00+00,TX,670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,3601 CALAIS DRIVE,SHERMAN,Short Term,48181,True,12.9,12.9,12,-999999,-999999,0,0,0,0,12,0,0,0,0,0,0,0,0,0,90,90,91,19,19,0,0,0,0,84,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,75090,2022/02/07 16:48:00+00
4132,-96.6346437840884,33.670713204737,452041,2022/01/28 00:00:00+00,TX,452041,CARRUS SPECIALTY HOSPITAL,1810 WEST HIGHWAY 82,SHERMAN,Long Term,48181,True,33,33,33,30.1,30.1,-999999,-999999,0,0,33,13,13,12.4,12.4,-999999,-999999,0,0,0,231,231,224,211,211,5,5,0,0,231,91,91,87,87,5,5,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,75092,2022/02/07 16:48:00+00
4133,-96.6235217529459,33.6378022905615,450469,2022/01/28 00:00:00+00,TX,450469,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,Short Term,48181,True,96.6,96.6,82.4,56.4,56.4,4,4,0,0,82.4,9.7,9.7,9,9,-999999,-999999,0,0,0,676,676,685,395,395,28,28,0,0,577,68,68,63,63,13,13,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,9,0,0,-999999,0,0,-999999,4,-999999,0,0,107,-999999,0,0,0,0,0,0,-999999,0,0,0,310,0,75091,2022/02/07 16:48:00+00
4134,-94.7288796424782,32.5321142750845,450702,2022/01/28 00:00:00+00,TX,450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,LONGVIEW,Short Term,48183,True,184.6,179.6,178.7,165.3,164.6,45.4,45.4,0,0,183.7,24.1,24.1,23.1,23.1,10.9,10.9,0,0,0,1292,1257,1180,1157,1152,318,318,0,0,1286,169,169,162,162,76,76,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,51,0,0,-999999,5,5,19,12,9,0,0,108,0,0,0,0,0,0,0,0,0,0,0,684,0,75605,2022/02/07 16:48:00+00
4135,-94.7301710279333,32.5008634256669,450032,2022/01/28 00:00:00+00,TX,450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,700 E MARSHALL AVE,LONGVIEW,Short Term,48183,True,34,34,31.7,15,15,-999999,-999999,0,0,32,0,0,0,0,0,0,0,0,0,238,238,200,105,105,24,24,0,0,224,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,11,0,0,0,0,-999999,0,5,-999999,0,0,112,0,0,0,0,0,0,0,0,0,0,0,438,0,75601,2022/02/07 16:48:00+00
4136,-98.8804259611669,30.2623038507357,450604,2022/01/28 00:00:00+00,TX,450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,Short Term,48171,True,113.9,113.9,93.9,22.6,22.6,10,10,0,0,93.9,6.1,6.1,6.1,6.1,5.4,5.4,0,0,0,797,797,710,158,158,70,70,0,0,657,43,43,43,43,38,38,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,14,0,-999999,-999999,0,-999999,-999999,-999999,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,253,0,78624,2022/02/07 16:48:00+00
4137,-96.0771939978363,30.3929850134966,451322,2022/01/28 00:00:00+00,TX,451322,GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,NAVASOTA,Critical Access Hospitals,48185,False,22.6,22.6,17.9,7,7,-999999,-999999,0,0,17.9,0,0,0,0,0,0,0,0,0,158,158,129,49,49,17,17,0,0,125,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,-999999,0,0,0,0,0,0,-999999,-999999,0,0,31,0,0,0,0,0,0,0,0,0,0,0,103,0,77868,2022/02/07 16:48:00+00
4138,-97.947409161342,29.5690436379837,450104,2022/01/28 00:00:00+00,TX,450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,Short Term,48187,True,189.6,189.6,164.6,60.7,60.7,22.4,22.4,0,0,164.6,9,9,8,8,5.4,5.4,0,0,0,1327,1327,1159,425,425,157,157,0,0,1152,63,63,56,56,38,38,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,29,0,-999999,-999999,5,4,6,4,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,518,0,78155,2022/02/07 16:48:00+00
4139,-101.731258249717,34.2069569855029,450539,2022/01/28 00:00:00+00,TX,450539,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW,Short Term,48189,True,43.1,40.9,35,24.1,24.1,11.6,11.6,0,0,37.7,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,302,286,352,169,169,81,81,0,0,264,27,27,20,20,8,8,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,12,0,0,-999999,0,0,-999999,5,-999999,0,0,23,0,0,0,0,0,0,0,0,0,0,0,265,0,79072,2022/02/07 16:48:00+00
4140,-101.20010995362,36.1902669892601,451344,2022/01/28 00:00:00+00,TX,451344,HANSFORD COUNTY HOSPITAL,707 ROLAND ST,SPEARMAN,Critical Access Hospitals,48195,False,16,15,11,5.1,5.1,-999999,-999999,0,0,12,0,0,0,0,0,0,0,0,0,112,105,93,36,36,14,12,0,0,84,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,5,0,0,0,-999999,0,-999999,-999999,-999999,0,0,13,0,0,0,0,0,0,0,0,0,0,0,26,0,79081,2022/02/07 16:48:00+00
4141,-99.741131747021,34.2964381604905,451352,2022/01/28 00:00:00+00,TX,451352,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER ST,QUANAH,Critical Access Hospitals,48197,False,32.4,32.4,28.7,-999999,-999999,-999999,-999999,0,0,29.4,0,0,0,0,0,0,0,0,0,227,227,144,24,24,-999999,-999999,0,0,206,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,-999999,0,0,0,0,-999999,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,35,0,79252,2022/02/07 16:48:00+00
4142,-98.1134831617185,31.7037666876353,451392,2022/01/28 00:00:00+00,TX,451392,HAMILTON GENERAL HOSPITAL,400 N BROWN BUILDING 1,HAMILTON,Critical Access Hospitals,48193,False,38.4,38.4,34.4,15.3,15.3,6.1,6.1,0,0,34.4,0,0,0,0,0,0,0,0,0,269,269,199,107,107,43,43,0,0,241,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,2,15,0,0,-999999,0,-999999,4,-999999,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,118,0,76531,2022/02/07 16:48:00+00
4143,-96.5872473905731,33.7106999120257,450324,2022/01/28 00:00:00+00,TX,450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,Short Term,48181,True,343.6,333,328,338.6,328,120.3,120.3,0,0,338.6,48.9,48.9,48.9,48.9,38.3,38.3,0,0,0,2405,2331,2162,2370,2296,842,842,0,0,2370,342,342,342,342,268,268,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,90,0,0,0,5,5,28,32,20,0,0,395,0,0,0,0,0,0,0,0,0,0,0,1021,0,75020,2022/02/07 16:48:00+00
4144,-94.2320887,30.2703407000001,670134,2022/01/28 00:00:00+00,TX,670134,ALTUS LUMBERTON HOSPITAL,220 BLANCO ST,LUMBERTON,Short Term,48199,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77657,2022/02/07 16:48:00+00
4145,-95.1837479952647,29.6611649867432,450097,2022/01/28 00:00:00+00,TX,450097,HCA HOUSTON HEALTHCARE SOUTHEAST,4000 SPENCER HWY,PASADENA,Short Term,48201,True,250.3,250.3,250.3,250.3,250.3,-999999,-999999,0,0,250.3,0,0,0,0,-999999,-999999,-999999,-999999,0,1752,1752,1462,1752,1752,26,26,0,0,1752,0,0,0,0,26,26,5,-999999,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77504,2022/02/07 16:48:00+00
4146,-95.3878627602886,29.7223024627764,450659,2022/01/28 00:00:00+00,TX,450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,1313 HERMANN DR,HOUSTON,Short Term,48201,True,39.9,39.9,39.9,48.9,39.9,7.3,6.4,0,0,48.9,9,9,9,9,4.1,4.1,0,0,0,279,279,329,342,279,51,45,0,0,342,63,63,63,63,29,29,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,-999999,0,-999999,-999999,-999999,0,0,4,0,0,0,0,0,0,0,0,0,0,0,85,0,77004,2022/02/07 16:48:00+00
4147,-94.9776005349021,29.769150470276,450424,2022/01/28 00:00:00+00,TX,450424,HOUSTON METHODIST BAYTOWN HOSPITAL,4401 GARTH ROAD,BAYTOWN,Short Term,48201,True,253.9,253.9,229.7,218.3,218.3,92.4,72.7,0,0,234.1,28.6,28.6,27.3,27.3,17.3,15.9,0,0,0,1777,1777,4639,1528,1528,647,509,0,0,1639,200,200,191,191,121,111,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,78,0,9,6,-999999,12,14,18,16,0,0,0,53,0,-999999,7,-999999,8,6,14,13,0,0,956,0,77521,2022/02/07 16:48:00+00
4148,-95.3994484783147,29.7132947667097,452023,2022/01/28 00:00:00+00,TX,452023,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN ST,HOUSTON,Long Term,48201,True,108,108,81.1,75.6,75.6,0,0,0,0,81.1,9,9,7.7,7.7,0,0,0,0,0,756,756,357,529,529,0,0,0,0,568,63,63,54,54,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77030,2022/02/07 16:48:00+00
4149,-95.5491021627323,29.9628326995126,450844,2022/01/28 00:00:00+00,TX,450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 STATE HIGHWAY 249,HOUSTON,Short Term,48201,True,429.9,429.9,379.3,344.6,344.6,112.9,88.9,0,0,383.9,30.9,30.9,30.7,30.7,19.6,19,-999999,0,0,3009,3009,6272,2412,2412,790,622,0,0,2687,216,216,215,215,137,133,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,75,-999999,9,7,8,16,13,10,11,0,0,0,50,0,-999999,-999999,-999999,8,10,11,14,0,0,1439,0,77070,2022/02/07 16:48:00+00
